year,mine_active,tailings_failed,cumulative_waste_Mt,sulfate_mg_l,hg_ng_l,methyl_hg_ng_l,canada_sulfate_mg_l,manoomin_acres_lost,lake_trout_hg_ppm,loon_mortality_frac,forest_acres_lost,amphibian_collapse,wells_contaminated,forced_migrants,treaty_harvesters_displaced,mine_jobs,tourism_jobs_lost,lumber_jobs_lost,net_jobs,lake_superior_hg_loading,reservoir_km3_lost,port_jobs_at_risk,users_losing_safe_water,total_breach_days,ijc_referral_triggered,trail_smelter_liability,liability_npv_usd
41,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
42,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
43,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
44,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
45,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
46,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
47,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
48,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
49,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
50,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
51,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
52,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
53,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
54,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
55,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
56,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
57,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
58,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
59,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
60,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
61,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
62,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
63,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
64,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
65,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
66,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
67,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
68,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
69,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
70,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
71,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
72,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
73,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
74,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
75,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
76,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
77,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
78,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
79,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
80,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
81,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
82,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
83,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
84,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
85,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
86,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
87,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
88,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
89,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
90,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
91,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
92,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
93,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
94,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
95,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
96,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
97,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
98,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
99,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
100,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
101,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
102,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
103,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
104,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
105,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
106,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
107,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
108,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
109,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
110,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
111,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
112,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
113,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
114,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
115,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
116,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
117,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
118,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
119,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
120,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
121,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
122,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
123,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
124,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
125,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
126,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
127,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
128,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
129,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
130,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
131,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
132,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
133,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
134,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
135,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
136,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
137,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
138,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
139,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
140,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
141,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
142,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
143,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
144,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
145,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
146,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
147,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
148,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
149,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
150,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
151,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
152,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
153,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
154,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
155,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
156,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
157,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
158,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
159,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
160,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
161,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
162,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
163,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
164,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
165,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
166,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
167,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
168,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
169,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
170,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
171,False,False,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,0,0,0,0,0,0,0,0.0,0.0,0,0,0,False,False,0.0
